Col_name,xcoord,ycoord
ARG,11.0815115985333,42.4185370755254
CERB,10.5477858828368,42.8584029460452
GIAN,11.1053600188951,42.2523796163629
PIAN,10.0797651921057,42.5850800637721
MCRISTO,10.3083554012,42.3320878187
