,device_id,timestamp,Latitude,Longitude,Speed_m_s
0,210452,2021-03-30 01:03:02.000,42.2930793762207,10.234448432922363,0.5555555555555556
1,210452,2021-03-30 05:03:05.000,42.151065826416016,10.180622100830078,0.8333333333333333
2,210452,2021-03-30 05:12:39.000,42.1480598449707,10.180791854858398,0.2777777777777778
3,210452,2021-03-30 05:22:41.000,42.11533737182617,10.167771339416504,11.38888888888889
4,210452,2021-03-30 05:32:39.000,42.09407806396485,10.15548038482666,11.38888888888889
5,210452,2021-03-30 05:43:03.000,42.047489166259766,10.111831665039062,0.2777777777777778
6,210452,2021-03-30 05:52:35.000,42.02341079711914,10.071539878845217,9.166666666666666
7,210452,2021-03-30 06:02:35.000,41.9927978515625,10.00539207458496,11.11111111111111
8,210452,2021-03-30 06:12:35.000,41.97347640991211,9.960359573364258,0.0
9,210452,2021-03-30 06:22:35.000,41.94379425048828,9.895328521728516,9.72222222222222
10,210452,2021-03-30 06:32:36.000,41.91035842895508,9.829233169555664,11.944444444444445
11,210452,2021-03-30 06:42:35.000,41.882171630859375,9.77573013305664,12.777777777777777
12,210452,2021-03-30 06:52:39.000,41.85403823852539,9.707893371582031,11.11111111111111
13,210452,2021-03-30 07:03:21.000,41.83123779296875,9.632718086242676,9.444444444444445
14,210452,2021-03-30 07:13:35.000,41.81010818481445,9.561492919921877,11.666666666666666
15,210452,2021-03-30 07:23:31.000,41.79275131225586,9.483193397521973,12.5
16,210452,2021-03-30 07:33:32.000,41.7711067199707,9.43049144744873,11.666666666666666
17,210452,2021-03-30 07:43:31.000,41.757694244384766,9.410391807556152,1.9444444444444444
18,210452,2021-03-30 07:53:32.000,41.75514221191406,9.40994644165039,0.0
19,210452,2021-03-30 08:04:33.000,41.75149154663086,9.414398193359377,0.8333333333333333
20,210452,2021-03-30 08:13:55.000,41.739837646484375,9.412586212158203,11.944444444444445
21,210452,2021-03-30 08:24:03.000,41.72277069091797,9.410860061645508,0.2777777777777778
22,210452,2021-03-30 08:33:33.000,41.69670486450195,9.416748046875,0.2777777777777778
23,210452,2021-03-30 08:43:31.000,41.69620513916016,9.41563320159912,0.2777777777777778
24,210452,2021-03-30 08:53:31.000,41.6790885925293,9.405889511108398,11.38888888888889
25,210452,2021-03-30 09:03:32.000,41.67658996582031,9.417996406555176,0.2777777777777778
26,210452,2021-03-30 09:13:32.000,41.715858459472656,9.412508010864258,10.833333333333334
27,210452,2021-03-30 09:23:32.000,41.69068908691406,9.407734870910645,10.555555555555555
28,210452,2021-03-30 09:33:32.000,41.65941619873047,9.39638328552246,7.777777777777778
29,210452,2021-03-30 09:43:33.000,41.632118225097656,9.392325401306152,8.055555555555555
30,210452,2021-03-30 09:53:33.000,41.60612487792969,9.407308578491213,1.1111111111111112
31,210452,2021-03-30 10:03:33.000,41.59413146972656,9.404484748840332,8.61111111111111
32,210452,2021-03-30 10:14:03.000,41.57779312133789,9.39845371246338,8.333333333333334
33,210452,2021-03-30 10:24:27.000,41.576393127441406,9.394075393676758,0.2777777777777778
34,210452,2021-03-30 10:33:33.000,41.56873321533203,9.397611618041992,8.88888888888889
35,210452,2021-03-30 10:43:33.000,41.55050277709961,9.396353721618652,0.2777777777777778
36,210452,2021-03-30 10:53:33.000,41.55510330200195,9.407509803771973,0.0
37,210452,2021-03-30 11:04:00.000,41.55986022949219,9.38967990875244,11.11111111111111
38,210452,2021-03-30 11:13:33.000,41.562931060791016,9.38799285888672,0.0
39,210452,2021-03-30 11:24:00.000,41.562286376953125,9.38882827758789,0.0
40,210452,2021-03-30 11:33:31.000,41.55326461791992,9.396960258483888,0.2777777777777778
41,210452,2021-03-30 11:43:31.000,41.543701171875,9.39276123046875,11.11111111111111
42,210452,2021-03-30 11:53:31.000,41.55452346801758,9.403603553771973,0.2777777777777778
43,210452,2021-03-30 12:03:32.000,41.55631637573242,9.404685020446776,0.2777777777777778
44,210452,2021-03-30 12:13:32.000,41.5566291809082,9.400246620178224,10.277777777777777
45,210452,2021-03-30 12:23:31.000,41.52887725830078,9.383453369140623,0.2777777777777778
46,210452,2021-03-30 12:33:34.000,41.52860641479492,9.379942893981934,0.5555555555555556
47,210452,2021-03-30 12:43:32.000,41.5286750793457,9.379594802856444,0.2777777777777778
48,210452,2021-03-30 12:53:32.000,41.52717590332031,9.383986473083496,0.0
49,210452,2021-03-30 13:03:31.000,41.526145935058594,9.38835620880127,0.2777777777777778
50,210452,2021-03-30 13:13:31.000,41.52529525756836,9.382183074951172,0.2777777777777778
51,210452,2021-03-30 13:23:32.000,41.52423477172852,9.380258560180664,0.2777777777777778
52,210452,2021-03-30 13:33:32.000,41.52090835571289,9.37653350830078,11.38888888888889
53,210452,2021-03-30 13:43:35.000,41.488040924072266,9.34401035308838,11.38888888888889
54,210452,2021-03-30 13:53:33.000,41.48960494995117,9.36896800994873,11.38888888888889
55,210452,2021-03-30 14:04:05.000,41.43542098999024,9.31269645690918,14.166666666666666
56,210452,2021-03-30 14:14:03.000,41.371620178222656,9.280719757080078,13.055555555555555
57,210452,2021-03-30 14:23:33.000,41.30573272705078,9.257933616638184,15.0
58,210452,2021-03-30 14:33:37.000,41.25855255126953,9.176931381225586,13.61111111111111
59,210452,2021-03-30 14:43:34.000,41.25697326660156,9.165721893310549,10.277777777777777
60,210452,2021-03-30 14:53:36.000,41.20903396606445,9.099769592285156,0.8333333333333333
61,210452,2021-03-30 15:03:42.000,41.21055221557617,9.105110168457031,0.8333333333333333
62,210452,2021-03-30 15:16:40.000,41.21035385131836,9.108331680297852,4.444444444444445
