event-id,visible,timestamp,location-long,location-lat,comments,ground-speed,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
18983123156,true,2013-04-01 12:13:00.000,8.390812,41.087997,"T01",0.11111200000000002,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123157,true,2013-04-01 12:33:00.000,8.389604,41.08836,"T01",0.083334,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123158,true,2013-04-01 12:53:00.000,8.388828,41.090046,"T01",0.166668,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123159,true,2013-04-01 13:14:00.000,8.37864,41.090456,"T01",0.7222280000000001,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123160,true,2013-04-01 13:34:00.000,8.377162,41.096649,"T01",0.5833380000000001,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123161,true,2013-04-01 13:54:00.000,8.366548,41.098769,"T01",0.7500060000000002,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123162,true,2013-04-01 14:14:00.000,8.34398,41.110988,"T01",1.9722380000000002,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123163,true,2013-04-01 14:34:00.000,8.344423,41.111944,"T01",0.083334,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123164,true,2013-04-01 14:53:00.000,8.347889,41.114652,"T01",0.36111400000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123165,true,2013-04-01 15:13:00.000,8.347014,41.113141,"T01",0.166668,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123166,true,2013-04-01 15:33:00.000,8.332774,41.12682,"T01",1.611124,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123167,true,2013-04-01 15:53:00.000,8.313861,41.119785,"T01",1.472234,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123168,true,2013-04-01 16:13:00.000,8.319431,41.124048,"T01",0.55556,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123169,true,2013-04-01 16:33:00.000,8.323858,41.125128,"T01",0.333336,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123170,true,2013-04-01 16:53:00.000,8.325393,41.125364,"T01",0.11111200000000002,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123171,true,2013-04-01 17:14:00.000,8.234866,41.089594,"T01",6.972278000000001,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123172,true,2013-04-01 17:33:00.000,8.208356,41.011053,"T01",7.805618000000001,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123173,true,2013-04-01 17:50:00.000,8.1951,40.988181,"T01",2.63891,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123174,true,2013-04-01 18:09:00.000,8.180618,40.959908,"T01",3.083358,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123175,true,2013-04-01 18:25:00.000,8.190181,40.900495,"T01",6.583386000000001,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123176,true,2013-04-01 18:43:00.000,8.194782,40.885026,"T01",1.6389020000000003,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123177,true,2013-04-01 19:03:00.000,8.176863,40.840444,"T01",4.388924,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123178,true,2013-04-01 19:23:00.000,8.164593,40.810456,"T01",2.8889120000000004,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123179,true,2013-04-01 19:43:00.000,8.165007,40.804612,"T01",0.55556,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123180,true,2013-04-01 20:24:00.000,8.160882,40.797641,"T01",0.36111400000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123181,true,2013-04-01 20:48:00.000,8.159689,40.796951,"T01",0.083334,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123182,true,2013-04-01 21:09:00.000,8.135531,40.801489,"T01",1.7222360000000003,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123183,true,2013-04-01 21:31:00.000,8.134939,40.803534,"T01",0.166668,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123184,true,2013-04-01 21:54:00.000,8.136867,40.805668,"T01",0.194446,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123185,true,2013-04-01 22:12:00.000,8.137583,40.807526,"T01",0.194446,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123186,true,2013-04-01 22:32:00.000,8.138985,40.8104,"T01",0.30555800000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123187,true,2013-04-01 22:52:00.000,8.141323,40.812936,"T01",0.27778,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123188,true,2013-04-01 23:12:00.000,8.144537,40.815052,"T01",0.30555800000000005,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123189,true,2013-04-01 23:32:00.000,8.147658,40.816854,"T01",0.27778,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123190,true,2013-04-01 23:53:00.000,8.150606,40.818786,"T01",0.27778,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
18983123191,true,2013-04-02 00:13:00.000,8.152891,40.820696,"T01",0.25000200000000006,"gps","Puffinus yelkouan","T86753","T86753","Foraging movements of yelkouan shearwater (data from Pezzo et al. 2021)"
